zone_id,wetland_within_pct,adjacent_within_250m,adjacent_within_500m,adjacent_within_1000m,adjacent_queen,wetland_status,wetland_policy_flag,adjacency_disagreement,dw_flooded_vegetation_pct,worldcover_wetland_pct,gsw_seasonal_pct,wdpa_pct,wetland_sources
LK1103005,2.9702970297029703,False,False,False,False,within,True,False,0.0,0.066006600660066,2.9702970297029703,0.0,gsw_seasonal
LK1103010,2.4570982839313573,False,False,False,False,within,True,False,0.0,0.4387675507020281,2.1792121684867394,0.0,gsw_seasonal
LK1103015,0.48994326972666324,True,True,True,True,adjacent,True,False,0.0,0.5028365136668386,0.0,0.0,
LK1103020,1.8439716312056738,False,False,False,False,within,True,False,0.0,0.0,1.8439716312056738,0.0,gsw_seasonal
LK1103025,0.8699090549624358,True,True,True,True,adjacent,True,False,0.0,0.0,0.8699090549624358,0.0,
LK1103030,0.1584534938995405,True,True,True,True,adjacent,True,False,0.0,0.0,0.22183489145935667,0.0,
LK1103035,1.9594421151707024,False,False,False,False,within,True,False,0.0,0.0,2.1134593993325916,0.0,gsw_seasonal
LK1103040,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1103045,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1103050,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1103055,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1103060,0.0,True,True,True,False,adjacent,True,True,0.0,0.0,0.0,0.0,
LK1103065,0.0,False,True,True,False,adjacent,True,True,0.0,0.0,0.0,0.0,
LK1103070,0.0,False,False,True,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1103075,0.8876881512929371,False,False,True,False,neither,False,False,0.8876881512929371,0.0,0.0,0.0,
LK1103080,0.0,False,False,True,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1103085,0.0,False,False,True,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1103090,0.0,False,False,True,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1103095,0.0,False,False,True,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1103100,0.0,False,True,True,False,adjacent,True,True,0.0,0.0,0.0,0.0,
LK1103105,0.0,True,True,True,False,adjacent,True,True,0.0,0.0,0.0,0.0,
LK1103110,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1103115,1.2563854756316444,False,False,False,False,within,True,False,0.0,0.0,1.4220626812094437,0.0,gsw_seasonal
LK1103120,11.80365296803653,False,False,False,False,within,True,False,0.0,0.867579908675799,12.054794520547945,0.0,gsw_seasonal
LK1103125,11.665575916230367,False,False,False,False,within,True,False,0.0,0.0,11.81282722513089,0.0,gsw_seasonal
LK1103130,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1103135,14.75616591928251,False,False,False,False,within,True,False,1.4714125560538116,0.07006726457399103,13.298766816143498,0.0,dw_flooded_vegetation;gsw_seasonal
LK1103140,10.318236124687738,False,False,False,False,within,True,False,0.054306505919409144,0.20636472249375476,10.253068317584447,0.0,gsw_seasonal
LK1103145,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1103150,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1103155,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1103160,0.0,True,True,True,False,adjacent,True,True,0.0,0.0,0.0,0.0,
LK1103165,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1103170,0.134390538906061,True,True,True,True,adjacent,True,False,0.013439053890606102,0.0,0.12095148501545491,0.0,
LK1103175,21.046265497429694,False,False,False,False,within,True,False,0.06047777441790142,2.4795887511339583,19.62503779860901,0.0,worldcover_wetland;gsw_seasonal
LK1106005,0.9378185524974516,True,True,True,True,adjacent,True,False,0.0,0.0,0.9378185524974516,0.0,
LK1106010,5.421994884910486,False,False,False,False,within,True,False,0.0,0.0,5.439045183290707,0.0,gsw_seasonal
LK1106015,7.49776852127343,False,False,False,False,within,True,False,0.0,0.0,7.58702767033621,0.0,gsw_seasonal
LK1106020,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1106025,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1106030,0.3297428006155199,True,True,True,False,adjacent,True,True,0.0,0.0,0.3297428006155199,0.0,
LK1106035,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1106040,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1106045,1.7712057198570035,False,False,False,False,within,True,False,0.0,0.0,1.7712057198570035,0.0,gsw_seasonal
LK1106050,2.1156354151572234,False,False,False,False,within,True,False,0.0,0.0,2.1156354151572234,0.0,gsw_seasonal
LK1106055,1.785994046686511,False,False,False,False,within,True,False,0.0,0.0,1.785994046686511,0.0,gsw_seasonal
LK1106060,2.8274293142671434,False,False,False,False,within,True,False,0.0,0.0,2.859928501787455,0.0,gsw_seasonal
LK1106065,3.409575223753374,False,False,False,False,within,True,False,0.0,0.07813609887768148,3.409575223753374,0.0,gsw_seasonal
LK1106070,3.1076822775182005,False,False,False,False,within,True,False,0.0,0.0,3.162012387265022,0.0,gsw_seasonal
LK1106075,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1106080,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1106085,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1106090,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1106095,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1106100,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1106105,0.5489478499542544,False,True,True,False,adjacent,True,True,0.0,0.0,0.5489478499542544,0.0,
LK1106110,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1106115,0.0,True,True,True,False,adjacent,True,True,0.0,0.0,0.0,0.0,
LK1106120,0.970873786407767,True,True,True,True,adjacent,True,False,0.0,0.0,0.970873786407767,0.0,
LK1106125,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1106130,0.0,True,True,True,False,adjacent,True,True,0.0,0.0,0.0,0.0,
LK1106135,0.0,False,True,True,False,adjacent,True,True,0.0,0.0,0.0,0.0,
LK1106140,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1106145,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1106150,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1106155,3.365994236311239,False,False,False,False,within,True,False,0.0,1.8097982708933718,2.351585014409222,0.0,worldcover_wetland;gsw_seasonal
LK1106160,1.7799699764100365,False,False,False,False,within,True,False,0.0,0.06433626420759168,1.7370791336049753,0.0,gsw_seasonal
LK1106165,0.005707762557077625,True,True,True,True,adjacent,True,False,0.0,0.005707762557077625,0.0,0.0,
LK1106170,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1106175,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1106180,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1106185,4.269541778975741,False,False,False,False,within,True,False,0.0,1.0673854447439353,3.6549865229110514,0.0,worldcover_wetland;gsw_seasonal
LK1106190,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1106195,0.0,True,True,True,False,adjacent,True,True,0.0,0.0,0.0,0.0,
LK1106200,0.5715145134606707,True,True,True,True,adjacent,True,False,0.0,0.1654384117912468,0.4662355241389683,0.0,
LK1106205,0.995575221238938,True,True,True,True,adjacent,True,False,0.0,0.38716814159292035,0.6452802359882006,0.0,
LK1106210,0.17979144192736426,True,True,True,True,adjacent,True,False,0.0,0.17979144192736426,0.0,0.0,
LK1106215,1.033930391728557,False,False,False,False,within,True,False,0.0,0.8446191932430465,0.218435998252512,0.0,
LK1106220,3.312120335551056,False,False,False,False,within,True,False,0.0,0.3471217818918137,3.312120335551056,0.0,gsw_seasonal
LK1106225,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1106230,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1109005,1.2948760698010449,False,False,False,False,within,True,False,0.0,0.005557408024897188,1.361564966099811,0.0,gsw_seasonal
LK1109010,1.822423093745444,False,False,False,False,within,True,False,0.0,0.0,1.8370024784954075,0.0,gsw_seasonal
LK1109015,0.6212934199378707,True,True,True,True,adjacent,True,False,0.0,0.0,0.6212934199378707,0.0,
LK1109020,2.7590885961440605,False,False,False,False,within,True,False,0.0,1.5435065302199356,1.5435065302199356,0.0,worldcover_wetland;gsw_seasonal
LK1109025,3.6097603714899025,False,False,False,False,within,True,False,0.0,1.598983659701231,2.6372278442195647,0.0,worldcover_wetland;gsw_seasonal
LK1109030,1.9135574436645733,False,False,False,False,within,True,False,0.0,0.0,1.9209456963428149,0.0,gsw_seasonal
LK1109035,1.092007434944238,False,False,False,False,within,True,False,0.0,0.0,1.2004337050805451,0.0,gsw_seasonal
LK1109040,2.208484000155527,False,False,False,False,within,True,False,0.0,1.3219798592480267,0.9253859014736188,0.0,worldcover_wetland
LK1109045,0.5940701983867451,True,True,True,True,adjacent,True,False,0.0,0.20165685633311534,0.4360148245040331,0.0,
LK1109050,4.770318021201414,False,False,False,False,within,True,False,0.0,3.8311326018225778,1.6923935279895852,0.0,worldcover_wetland;gsw_seasonal
LK1109055,1.4586975524475525,False,False,False,False,within,True,False,0.0,1.2674825174825175,0.2458479020979021,0.0,worldcover_wetland
LK1109060,0.16070403673235126,True,True,True,True,adjacent,True,False,0.0,0.16070403673235126,0.0,0.0,
LK1109065,0.0,False,False,True,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1109070,0.04277363243191863,True,True,True,True,adjacent,True,False,0.0,0.0,0.04277363243191863,0.0,
LK1109075,2.0179841070681723,False,False,False,False,within,True,False,0.0,1.7844695385473304,0.7005437055625261,0.0,worldcover_wetland
LK1109080,1.3780377684425424,False,False,False,False,within,True,False,0.2198578775862746,1.1424757567429626,0.18844960935966393,0.0,worldcover_wetland
LK1109085,3.5827688399661306,False,False,False,False,within,True,False,0.021168501270110076,0.7091447925486876,3.117061812023709,0.0,gsw_seasonal
LK1109090,2.1583966196539714,False,False,False,False,within,True,False,0.13133101124878663,0.3768629018443442,1.758693541940273,0.0,gsw_seasonal
LK1109095,3.118020191190923,False,False,False,False,within,True,False,0.0,1.0274278566961494,2.2246046636290537,0.0,worldcover_wetland;gsw_seasonal
LK1109100,2.554649774131575,False,False,False,False,within,True,False,0.09865517420426813,1.1163611817851393,1.5005971234228153,0.0,worldcover_wetland;gsw_seasonal
LK1109105,0.4758216222197632,True,True,True,True,adjacent,True,False,0.0,0.011065619121389841,0.46475600309837334,0.0,
LK1109110,0.1038753495805034,True,True,True,True,adjacent,True,False,0.0,0.007990411506192568,0.09588493807431082,0.0,
LK1109115,0.1965838102310952,True,True,True,True,adjacent,True,False,0.0,0.0,0.1965838102310952,0.0,
LK1109120,0.043767932694645725,True,True,True,True,adjacent,True,False,0.0,0.0,0.043767932694645725,0.0,
LK1109125,1.4097194072873036,False,False,False,False,within,True,False,0.0,0.4278701076431113,0.9818492996441922,0.0,
LK1109130,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1109135,0.03278330237132554,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.03278330237132554,
LK1109140,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1109145,13.940180070196856,False,False,False,False,within,True,False,0.0,0.030520372348542654,0.0,13.924919884022586,wdpa
LK1109150,3.646302975653742,False,False,False,False,within,True,False,0.0,0.10144274120829576,0.25924256086564473,3.3081605049594227,wdpa
LK1109155,0.8185899128597834,True,True,True,True,adjacent,True,False,0.0,0.15183522577237918,0.7855822550831792,0.0,
LK1109160,2.2608352255898905,False,False,False,False,within,True,False,0.009872642906506073,0.36528778754072466,1.9449106525816962,0.0,gsw_seasonal
LK1109165,0.9560550150956055,True,True,True,True,adjacent,True,False,0.0,0.20127474002012746,0.7547802750754781,0.0,
LK1109170,4.641448131817127,False,False,False,False,within,True,False,0.0,0.03481086098862845,4.606637270828498,0.0,gsw_seasonal
LK1109175,2.652005174644243,False,False,False,False,within,True,False,0.0,0.45278137128072443,2.393272962483829,0.0,gsw_seasonal
LK1109180,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1109185,15.321027287319422,False,False,False,False,within,True,False,0.0,0.0,0.0,15.321027287319422,wdpa
LK1109190,4.007776282338867,False,False,False,False,within,True,False,0.0,0.0,0.0,4.007776282338867,wdpa
LK1109195,0.6844907271982683,True,True,True,True,adjacent,True,False,0.0,0.0,0.6844907271982683,0.0,
LK1109200,1.2742812742812744,False,False,False,False,within,True,False,0.1554001554001554,0.09842009842009843,1.0256410256410255,0.0,gsw_seasonal
LK1109205,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1109210,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1109215,0.0,True,True,True,False,adjacent,True,True,0.0,0.0,0.0,0.0,
LK1109220,0.0,False,True,True,False,adjacent,True,True,0.0,0.0,0.0,0.0,
LK1109225,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1109230,7.7084483710657095,False,False,False,False,within,True,False,0.0,0.011043622308117063,0.0,7.7084483710657095,wdpa
LK1109235,13.136281379054337,False,False,False,False,within,True,False,0.0556818709108626,0.92803118184771,1.795740336875319,12.013363649018608,gsw_seasonal;wdpa
LK1109240,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1109245,1.04826381305962,False,False,False,False,within,True,False,0.0,0.0,1.04826381305962,0.0,gsw_seasonal
LK1109250,0.3615702479338843,True,True,True,True,adjacent,True,False,0.0,0.0,0.3615702479338843,0.0,
LK1109255,76.41249797636394,False,False,False,False,within,True,False,0.0,0.016189088554314394,2.7845232313420754,76.13728347094059,gsw_seasonal;wdpa
LK1109260,70.14624306606153,False,False,False,False,within,True,False,0.0,0.22692889561270801,2.244074634392335,70.08320726172467,gsw_seasonal;wdpa
LK1109265,77.17780270255835,False,False,False,False,within,True,False,0.0,0.14420765902900176,3.770763232387972,76.0935747476366,gsw_seasonal;wdpa
LK1109270,0.6020066889632107,True,True,True,True,adjacent,True,False,0.0,0.016722408026755852,0.0,0.5852842809364549,
LK1109275,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1109280,0.0,True,True,True,False,adjacent,True,True,0.0,0.0,0.0,0.0,
LK1109285,0.07501312729727702,True,True,True,True,adjacent,True,False,0.0,0.07501312729727702,0.0,0.0,
LK1112005,0.42482319148422604,True,True,True,True,adjacent,True,False,0.0,0.01931014506746482,0.4055130464167612,0.0,
LK1112010,0.8861203719950869,True,True,True,True,adjacent,True,False,0.0,0.0,0.9387611861730129,0.0,
LK1112015,1.2161269001982815,False,False,False,False,within,True,False,0.01982815598149372,0.0,1.1962987442167878,0.0,gsw_seasonal
LK1112020,0.8699062355164177,True,True,True,True,adjacent,True,False,0.03208670540839246,0.2887803486755321,0.6060822132696353,0.0,
LK1112025,0.12626262626262627,True,True,True,True,adjacent,True,False,0.0,0.0,0.12626262626262627,0.0,
LK1112030,0.8850289495450786,True,True,True,True,adjacent,True,False,0.0,0.0,0.8850289495450786,0.0,
LK1112035,0.15503208302829335,False,False,True,False,neither,False,False,0.0,0.0,0.15503208302829335,0.0,
LK1112040,0.192754194594121,True,True,True,True,adjacent,True,False,0.02190388574933193,0.013142331449599158,0.1577079773951899,0.0,
LK1112045,3.3271420495841073,False,False,False,False,within,True,False,0.024226762496971654,1.0175240248728095,2.3015424372123072,0.0,worldcover_wetland;gsw_seasonal
LK1112050,3.2499625580350457,False,False,False,False,within,True,False,2.8306125505466526,0.014976785981728321,0.40437322150666466,0.0,dw_flooded_vegetation
LK1112055,0.3371628371628372,True,True,True,True,adjacent,True,False,0.0,0.0,0.3371628371628372,0.0,
LK1112060,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1112065,0.9234213226378136,True,True,True,True,adjacent,True,False,0.9234213226378136,0.0,0.0,0.0,
LK1112070,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112075,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112080,0.8843222301764433,True,True,True,True,adjacent,True,False,0.0,0.02737187855308039,0.8590558807428307,0.0,
LK1112085,0.03176620076238882,False,False,False,False,neither,False,False,0.0,0.0,0.03176620076238882,0.0,
LK1112090,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112095,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112100,0.0,False,False,True,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112105,0.01483386075949367,False,False,True,False,neither,False,False,0.0,0.01483386075949367,0.0,0.0,
LK1112110,0.0,False,False,True,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112115,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112120,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112125,0.5351170568561873,False,True,True,False,adjacent,True,True,0.0,0.0,0.5351170568561873,0.0,
LK1112130,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112135,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112140,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112145,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112150,0.0612619971411068,False,False,False,False,neither,False,False,0.0612619971411068,0.0,0.0,0.0,
LK1112155,0.01704593880507969,False,False,False,False,neither,False,False,0.01704593880507969,0.0,0.0,0.0,
LK1112160,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112165,0.13116044201068958,False,False,True,False,neither,False,False,0.13116044201068958,0.0,0.0,0.0,
LK1112170,0.12604663725578463,False,False,False,False,neither,False,False,0.12604663725578463,0.0,0.0,0.0,
LK1112175,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112180,0.05063291139240506,False,False,False,False,neither,False,False,0.05063291139240506,0.0,0.0,0.0,
LK1112185,0.11850681414181316,False,False,False,False,neither,False,False,0.0,0.0,0.11850681414181316,0.0,
LK1112190,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112195,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112200,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112205,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112210,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112215,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112220,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112225,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112230,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112235,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112240,0.7288228822882288,False,False,False,False,neither,False,False,0.0,0.5088008800880088,0.3712871287128713,0.0,
LK1112245,0.2521613832853026,False,False,False,False,neither,False,False,0.2521613832853026,0.0,0.0,0.0,
LK1112250,0.14268110772423634,False,False,False,False,neither,False,False,0.0,0.025942019586224788,0.11673908813801154,0.0,
LK1112255,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112260,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112265,0.36860182625450283,False,False,False,False,neither,False,False,0.0,0.0,0.36860182625450283,0.0,
LK1112270,0.06647953907519574,False,False,False,False,neither,False,False,0.0,0.0,0.06647953907519574,0.0,
LK1112275,0.230385255343658,False,False,False,False,neither,False,False,0.0,0.0,0.230385255343658,0.0,
LK1112280,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112285,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112290,0.003998400639744102,False,False,False,False,neither,False,False,0.003998400639744102,0.0,0.0,0.0,
LK1112295,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112300,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112305,0.05829204313611192,False,False,False,False,neither,False,False,0.0,0.05829204313611192,0.0,0.0,
LK1112310,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112315,0.992051634494711,False,False,False,False,neither,False,False,0.0,0.8366700531883106,0.2689296599533855,0.0,
LK1112320,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112325,0.17611835153222966,False,False,False,False,neither,False,False,0.0,0.17611835153222966,0.0,0.0,
LK1112330,0.009052231375033946,False,False,False,False,neither,False,False,0.009052231375033946,0.0,0.0,0.0,
LK1112335,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112340,0.011931750387781888,False,False,False,False,neither,False,False,0.0,0.011931750387781888,0.0,0.0,
LK1112345,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112350,0.29892737823105325,False,False,False,False,neither,False,False,0.0,0.0,0.29892737823105325,0.0,
LK1112355,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112360,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112365,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112370,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112375,0.024198427102238355,False,False,False,False,neither,False,False,0.024198427102238355,0.0,0.0,0.0,
LK1112380,0.01836715951878042,False,True,True,False,adjacent,True,True,0.0,0.01836715951878042,0.0,0.0,
LK1112385,0.0,False,False,True,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1112390,0.26052267361393794,True,True,True,True,adjacent,True,False,0.0,0.22795733941219573,0.03256533420174224,0.0,
LK1112395,2.460850111856823,False,False,False,False,within,True,False,0.0,2.4161073825503356,0.0447427293064877,0.0,worldcover_wetland
LK1112400,0.2086197904319378,True,True,True,True,adjacent,True,False,0.0,0.2086197904319378,0.0,0.0,
LK1112405,0.6004220788871385,False,False,True,False,neither,False,False,0.34479683738073297,0.041613411408019496,0.214011830098386,0.0,
LK1115005,2.7177100848551206,False,False,False,False,within,True,False,0.0,0.003910374222813123,2.7137997106323075,0.0,gsw_seasonal
LK1115010,1.8206187869987713,False,False,False,False,within,True,False,0.0,0.0,1.8206187869987713,0.0,gsw_seasonal
LK1115015,0.6814334698129313,True,True,True,True,adjacent,True,False,0.0,0.0,0.6814334698129313,0.0,
LK1115020,0.060926076360682375,False,False,False,False,neither,False,False,0.0,0.0,0.060926076360682375,0.0,
LK1115025,0.8867041418726627,False,False,True,False,neither,False,False,0.0,0.0,1.0348801655808264,0.0,gsw_seasonal
LK1115030,0.14891380518570427,True,True,True,True,adjacent,True,False,0.0,0.0,0.15621350151833685,0.0,
LK1115035,1.4348992451182232,False,False,False,False,within,True,False,0.0,0.0,1.4348992451182232,0.0,gsw_seasonal
LK1115040,0.2519584039580375,True,True,True,True,adjacent,True,False,0.0,0.0,0.2931879609693527,0.0,
LK1115045,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1115050,0.0,False,False,True,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1115055,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1115060,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1115065,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1115070,0.0,False,True,True,False,adjacent,True,True,0.0,0.0,0.0,0.0,
LK1115075,0.07154213036565978,True,True,True,True,adjacent,True,False,0.0,0.0,0.07154213036565978,0.0,
LK1115080,0.0,True,True,True,True,adjacent,True,False,0.0,0.0,0.0,0.0,
LK1115085,0.44229440221147204,True,True,True,True,adjacent,True,False,0.0,0.0,0.4561161022805805,0.0,
LK1115090,2.674853553532359,False,False,False,False,within,True,False,0.0,0.021172983273343216,2.7313148422612747,0.0,gsw_seasonal
LK1115095,0.04210437674996316,True,True,True,True,adjacent,True,False,0.0,0.004210437674996316,0.03789393907496684,0.0,
LK1115100,0.0,False,False,True,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1115105,0.0,False,False,True,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1115110,0.0,False,False,True,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1115115,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1115120,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1115125,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1115130,0.0,False,False,True,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1115135,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1115140,0.012594458438287154,False,False,False,False,neither,False,False,0.0,0.0,0.012594458438287154,0.0,
LK1115145,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1115150,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1115155,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1115160,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1115165,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
LK1115170,0.0,False,False,False,False,neither,False,False,0.0,0.0,0.0,0.0,
