zone_id,beta_intercept,t_intercept,sig_intercept,beta_NDVI,t_NDVI,sig_NDVI,beta_NDBI,t_NDBI,sig_NDBI,beta_built_fraction,t_built_fraction,sig_built_fraction,beta_pop_density,t_pop_density,sig_pop_density,beta_elevation_m,t_elevation_m,sig_elevation_m,beta_dist_coast_km,t_dist_coast_km,sig_dist_coast_km,local_r2
LK1121090,-0.06154782167921437,-1.8198742010543456,False,0.5737512967071491,6.436467821221002,True,1.3659077991016413,10.941370192081031,True,0.22582110151369916,5.150205537011942,True,-0.07631067074540766,-3.198404899058017,True,-0.5877199702245995,-4.736597057164145,True,-0.18083936975964574,-3.4471747585847914,True,
LK1121095,-0.06156382732865235,-1.8204387497791268,False,0.564459432150616,6.406540860164759,True,1.380646939535886,10.470420063047333,True,0.22676957382061916,5.172774322940763,True,-0.07541582025410797,-3.172346503439098,True,-0.44422922765181516,-3.2505032519406116,True,-0.1447503757311944,-2.9330092272229393,False,
LK1121100,-0.06157839309131641,-1.820804378982648,False,0.5615596976557318,6.423479483498845,True,1.4298990190879726,9.76265691201903,True,0.22758486444870682,5.196088817235181,True,-0.07460962262247633,-3.1491158434397004,True,-0.5002950084317015,-3.416196627869633,True,-0.10341716688541813,-2.40828485804909,False,
LK1121105,-0.06158145835119379,-1.8211176074371656,False,0.5515174390571939,6.359625281020641,True,1.396707778911595,8.71921379760208,True,0.22956959684778533,5.259680807805242,True,-0.07388310948817904,-3.1210035952152944,True,-0.3206237009275655,-1.975808929663484,False,-0.10945878218374377,-2.5923358261051224,False,
LK1121110,-0.06159418722090421,-1.821309618693299,False,0.5539066206731305,6.4330698462313975,True,1.4418557527973919,9.281802529448283,True,0.22980235016613748,5.264749570405995,True,-0.07310390895236724,-3.09890104319996,True,-0.5700967708844848,-3.623512680229045,True,-0.1092869820497614,-2.9263405511271836,False,
LK1121115,-0.061601403628867325,-1.8218422349017527,False,0.5335675878605453,6.300299872709984,True,1.4120527197904535,8.134779279816229,True,0.23377548587994404,5.395341661817625,True,-0.07109780245708229,-3.0132604710107835,True,-0.3399500266908352,-2.049565827124646,False,-0.14938041595667148,-4.056562633599681,True,
LK1121120,-0.06161490108397698,-1.8226302916178496,False,0.4993906525282612,6.113657526877899,True,1.3498061711573888,6.377038781196623,True,0.24051677234593932,5.627107135203435,True,-0.0667191121965679,-2.807108877914918,False,-0.19767197721370802,-1.1037911905167372,False,-0.15950750674524602,-4.717281226143598,True,
LK1121125,-0.06163073467283145,-1.8236794274596868,False,0.4529546426277425,5.849968728701746,True,1.2281743997829873,6.455795873280405,True,0.24976986942831836,5.950769844355148,True,-0.05981273471122337,-2.4692543719015556,False,-0.03113840294810503,-0.1646141391279562,False,-0.11725903896026987,-3.918665430728238,True,
LK1121130,-0.06166057100118229,-1.8249577173517106,False,0.4181991533868566,5.643987990877709,True,1.2573809305246282,5.943200970118751,True,0.2589694384434463,6.2735172831702295,True,-0.05119742601605057,-2.0663092533766885,False,0.04003330077795876,0.2041855812609811,False,-0.0989024055460658,-3.5060088714658244,True,
LK1121135,-0.06170595147917455,-1.8268849396685671,False,0.3763773136416482,5.281788874775786,True,1.3180452450192008,6.1560257965852765,True,0.27127459857816627,6.710864770869207,True,-0.04171190647403914,-1.652614228204959,False,0.08292967984057506,0.4975696717921508,False,-0.08602170536675477,-3.1986456900868534,True,
LK1121140,-0.061754470428255194,-1.8290467329804148,False,0.33890699527536394,4.853523572307959,True,1.0323588989309662,5.089139530848202,True,0.28226848427338164,7.103099743199529,True,-0.03361147584651691,-1.3047989803903388,False,0.10932189383146046,0.6263732431980849,False,-0.0817165611165242,-3.1093771292769503,True,
LK1121145,-0.0617413443757409,-1.8279611989181328,False,0.3694152048710177,5.240137824797512,True,1.1692217516826202,6.038224483036665,True,0.2755644397238924,6.862196945954764,True,-0.03738499824650326,-1.4711998915640156,False,0.055095155878021815,0.32875626244702866,False,-0.08875493997834318,-3.3505362880288017,True,
